name,address_street,city,state,zip,country,phone,website,google_maps_url,category_primary,category_secondary,google_rating,google_reviews_count,hours,review_keywords,hour
Chik & Chuck Pinoy Bakery,2311 SW 6th Ave,Portland,OR,97201,US,(503) 444-7170,,https://www.google.com/maps/place/Chik+%26+Chuck+Pinoy+Bakery/data=!4m7!3m6!1s0x54950b81b5db36f5:0x46ff507c2e5de9bf!8m2!3d45.506382!4d-122.6845692!16s%2Fg%2F11xgkz4ml6!19sChIJ9TbbtYELlVQRv-ldLnxQ_0Y?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,5,7,8 AM-4 PM,"filipino, pandesal",
Filipino Cuisine,2001 Foothill Blvd,Grants Pass,OR,97526,US,(541) 787-0587,https://www.facebook.com/dordorsfilipinocuisine/,"https://www.google.com/maps/place/Filipino+Cuisine/@42.4340607,-123.2953542,17z/data=!3m1!4b1!4m6!3m5!1s0x54c579d12c4cd68f:0xb1f826985f0521c8!8m2!3d42.4340607!4d-123.2953542!16s%2Fg%2F11v5vl1l85?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDgyNS4wIKXMDSoASAFQAw%3D%3D",Restaurant,,5,16,,"lumpia, atmosphere, food truck",
Filipino Fire Taste Of The Islands,729 Welch St,Medford,OR,97501,US,(541) 840-6437,http://www.filipinofire.com/,https://www.google.com/maps/place/Filipino+Fire+Taste+Of+The+Islands/data=!4m7!3m6!1s0x54cf7def3f048b55:0x94475246f77ae45c!8m2!3d42.3322511!4d-122.8805206!16s%2Fg%2F11tjxhb8w5!19sChIJVYsEP-99z1QRXOR690ZSR5Q?authuser=0&hl=en&rclk=1,Restaurant,,4.5,23,10:30 AM-3 PM,"truck, pork adobo, pancit, lumpia, combos, future",
Fork And Spoon Food House,10634 NE Sandy Blvd,Portland,OR,97220,US,(503) 867-7716,https://forkandspoonpdx.us/,https://www.google.com/maps/place/Fork+And+Spoon+Food+House/data=!4m7!3m6!1s0x5495a3f17b1a4a45:0xc89a1913d63cd172!8m2!3d45.5584627!4d-122.5529768!16s%2Fg%2F11gjt865zz!19sChIJRUoae_GjlVQRctE81hMZmsg?authuser=0&hl=en&rclk=1,Restaurant,,4.4,236,8 AM-7 PM,"pancit, lumpia, sisig, home, pork adobo, halo halo, to go, kid, kare kare, fries",
HapaPino,17300 SW Baseline Rd,Beaverton,OR,97006,US,,https://www.hapapino.com/,https://www.google.com/maps/place/HapaPino/data=!4m7!3m6!1s0x54950dc95bc1e2cf:0x60308785cf5ec5cf!8m2!3d45.5119252!4d-122.8547121!16s%2Fg%2F11t05tgwz_!19sChIJz-LBW8kNlVQRz8Vez4WHMGA?authuser=0&hl=en&rclk=1,Restaurant,,4.8,79,10 AM-2 PM,"silog, bowl, breakfast burrito, food truck, longanisa, sausage, spam, food cart, filipino, area",
Hunny Beez,1434 SW Park Ave,Portland,OR,97209,US,(971) 713-0352,http://hunnybeezpdx.com/,https://www.google.com/maps/place/Hunny+Beez/data=!4m7!3m6!1s0x54950bea01272a3b:0xf6d86c11b2860790!8m2!3d45.5144837!4d-122.6831116!16s%2Fg%2F11tdkp3nfw!19sChIJOyonAeoLlVQRkAeGshFs2PY?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,4.2,177,11 AM-10 PM,"filipino food, pancit, bowl, adobo wings, boba, spam musubi, lumpia, ube, thai tea, fusion food",
Kahel Filipino Cuisine,817 NW 23rd Ave,Portland,OR,97210,US,(360) 340-2128,https://www.facebook.com/kahelfilipinocuisine?mibextid=ZbWKwL,https://www.google.com/maps/place/Kahel+Filipino+Cuisine/data=!4m7!3m6!1s0x5495098a5d950145:0xfc279f09dfae8efa!8m2!3d45.5286831!4d-122.6987444!16s%2Fg%2F11svdzr7hf!19sChIJRQGVXYoJlVQR-o6u3wmfJ_w?authuser=0&hl=en&rclk=1,Restaurant,,5,4,9 AM-9 PM,"kare-kare, filipino food",
Kart Ilokandia,22320 NE Halsey St,Fairview,OR,97024,US,(971) 977-6552,https://www.facebook.com/kartilokandia/?paipv=0&eav=AfaSs7R2nG4mQHCiznKxpjaMnRN13KADOCDgjU0DvHzbtZrAZj1hqldrK7IdXdaBZ9M&_rdr,https://www.google.com/maps/place/Kart+Ilokandia/data=!4m7!3m6!1s0x5495a366486e543d:0x217b4a65620bf0a9!8m2!3d45.534886!4d-122.432945!16s%2Fg%2F11k3v74238!19sChIJPVRuSGajlVQRqfALYmVKeyE?authuser=0&hl=en&rclk=1,Restaurant,,5,33,11 AM-8 PM,"halo halo, food carts, food truck, lumpia, sinigang, pork adobo, ube ice cream, travel, turon, drive",
Kubo,4708 NW Bethany Blvd E-8,Portland,OR,97229,US,(503) 746-4626,https://kubopdx.com/,https://www.google.com/maps/place/Kubo/data=!4m7!3m6!1s0x54950950f4b7da2f:0x2bb0cc6928dc6ec9!8m2!3d45.5541934!4d-122.8359723!16s%2Fg%2F11m38k5ytc!19sChIJL9q39FAJlVQRyW7cKGnMsCs?authuser=0&hl=en&rclk=1,Restaurant,,4.7,215,11 AM-7 PM,"bbq, lechon, leche flan, pork sisig, inihaw, owner, palabok, dinuguan, sapin-sapin, chicken adobo",
Magna Kusina,2525 SE Clinton St,Portland,OR,97202,US,(503) 395-8542,https://www.magnapdx.com/,https://www.google.com/maps/place/Magna+Kusina/data=!4m7!3m6!1s0x5495a17dfe1bf4a5:0xb91b4f1d1c336806!8m2!3d45.503526!4d-122.6398419!16s%2Fg%2F11fn03knts!19sChIJpfQb_n2hlVQRBmgzHB1PG7k?authuser=0&hl=en&rclk=1,Restaurant,,4.6,487,"11:30 AM-1:30 PM, 5-9 PM","skewers, cocktails, crab fat pasta, squid ink, biko, daiquiri, pork ribs adobo, coconut rice, coconut sticky rice, greens",
Makulit,1015 SE Stark St,Portland,OR,97214,US,,http://makulitpdx.com/,https://www.google.com/maps/place/Makul%C3%ADt/data=!4m7!3m6!1s0x5495a128767ee109:0x32b9e5703429a4ce!8m2!3d45.5194216!4d-122.6552026!16s%2Fg%2F11sk6s2vkm!19sChIJCeF-diihlVQRzqQpNHDluTI?authuser=0&hl=en&rclk=1,Restaurant,,4.9,44,"11:30 AM-3 PM, 5-8 PM","lumpia, burgers, poutine, food cart, adobo, fusion food, pork, pancit, special sauce, food truck",
Mary Jane's Bento,15 W Vilas Rd #3006,Central Point,OR,97502,US,,https://usmapion.org/details/mary-jane-s-bento-ChIJRzP,https://www.google.com/maps/place/Mary+Jane%27s+Bento/data=!4m7!3m6!1s0x54c5890f89de3347:0x24750b84dbad6d64!8m2!3d42.3888844!4d-122.8855761!16s%2Fg%2F11s87qkv3g!19sChIJRzPeiQ-JxVQRZG2t24QLdSQ?authuser=0&hl=en&rclk=1,Restaurant,,4.5,34,10 AM-5 PM,"lumpia, food truck, halo halo, pancit, ube, mac salad, valley, cake, pork adobo, sisig",
"Mendoza Food Alliance, LLC",2373 NW 185th Ave,Hillsboro,OR,97124,US,(503) 800-8272,,"https://www.google.com/maps/place/Mendoza+Food+Alliance,+LLC/data=!4m7!3m6!1s0x54950fc55252187f:0x574e3796be81a0c0!8m2!3d45.5373699!4d-122.869561!16s%2Fg%2F11mhdtrc22!19sChIJfxhSUsUPlVQRwKCBvpY3Tlc?authuser=0&hl=en&rclk=1",Food Truck & Pop-Up,Quick Bites & Turo-Turo,5,15,9 AM-6 PM,"jam, chef, flavor, delivery, hot sauce, jerky",
Pares PDX Express,20001 SW Tualatin Valley Hwy,Beaverton,OR,97003,US,(971) 570-7855,https://parespdx.com/,https://www.google.com/maps/place/Pares+PDX+Express/data=!4m7!3m6!1s0x54950fa327144539:0x6c148f2ea0773a04!8m2!3d45.4964254!4d-122.8827734!16s%2Fg%2F11wc3xh5x_!19sChIJOUUUJ6MPlVQRBDp3oC6PFGw?authuser=0&hl=en&rclk=1,Restaurant,,4.5,10,10 AM-5 PM,"pork belly, kare kare",
Shop Halo Halo,4981 SE Woodstock Blvd #2,Portland,OR,97206,US,,https://www.shophalohalo.com/,https://www.google.com/maps/place/Shop+Halo+Halo/data=!4m7!3m6!1s0x5495a1940c46e7b3:0x60f5aaf0c5caed4!8m2!3d45.4793109!4d-122.6117731!16s%2Fg%2F11v5ss4t64!19sChIJs-dGDJShlVQR1K5cDK9aDwY?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.6,90,,"drinks, ube, plant, latte, space, cookies, pandan, filipino, cassava cake, sans rival",
Tambayan Restaurant,6014 SE Foster Rd,Portland,OR,97206,US,(503) 777-4217,https://m.facebook.com/TambayanPDX/,https://www.google.com/maps/place/Tambayan+Restaurant/data=!4m7!3m6!1s0x5495a06b84e108af:0xbcfe8102a51cc348!8m2!3d45.4917667!4d-122.601525!16s%2Fg%2F1tgcrlh1!19sChIJrwjhhGuglVQRSMMcpQKB_rw?authuser=0&hl=en&rclk=1,Restaurant,,4.4,203,12-5 PM,"prices, halo halo, pancit, home, sinigang, kare kare, feel, crispy pata, take out, garlic rice",
Twisted Filipino Variety Cuisine,240 SW 3rd St,Hermiston,OR,97838,US,(541) 656-9253,,https://www.google.com/maps/place/Twisted+Filipino+Variety+Cuisine/data=!4m7!3m6!1s0x54a2b96df4871a97:0x4783b438764b4c11!8m2!3d45.8391753!4d-119.2933947!16s%2Fg%2F11s1zmlr2j!19sChIJlxqH9G25olQREUxLdji0g0c?authuser=0&hl=en&rclk=1,Quick Bites & Turo-Turo,,5,10,11 AM-5 PM,"chicken adobo, filipino food, bacon, pancit, lumpia, sampler",
Anne's Filipino Sweet Spot,11410 W Cambridge Ave,Avondale,AZ,85392,US,(520) 343-2042,,https://www.google.com/maps/place/Anne%27s+Filipino+Sweet+Spot/data=!4m7!3m6!1s0x872b3f8037d291ef:0x4f00c8a5e8221bd7!8m2!3d33.475131!4d-112.303601!16s%2Fg%2F11vxyhf8x_!19sChIJ75HSN4A_K4cR1xsi6KXIAE8?authuser=0&hl=en&rclk=1,Food Truck & Pop-Up,,0,0,8 AM-4 PM,,
At My Place Cafe,3450 W Chandler Blvd #9,Chandler,AZ,85226,US,(480) 838-1008,https://www.orderatmyplacecafe.com/,https://www.google.com/maps/place/At+My+Place+Cafe/data=!4m7!3m6!1s0x872b07a64427f2b9:0x6940232740fda989!8m2!3d33.3072568!4d-111.8995005!16s%2Fg%2F11pkln3lcm!19sChIJufInRKYHK4cRian9QCcjQGk?authuser=0&hl=en&rclk=1,Restaurant,,4.5,653,10 AM-6 PM,"kare kare, pork sisig, lumpia, mom, valley, cashier, lechon kawali, egg rolls, chicken adobo, dinuguan",
Backstreet Asia Filipino & Asian Restaurant,965 E Van Buren St Suite 123,Avondale,AZ,85323,US,(623) 213-7080,https://www.springroll.com/restaurant/backstreet-asia-filipino-asian/order/backstreet-asia-filipino-asian-restaurant-avondale,https://www.google.com/maps/place/Backstreet+Asia+Filipino+%26+Asian+Restaurant/data=!4m7!3m6!1s0x872b395a2e75d2e9:0xd367f2ac18afe0be!8m2!3d33.4488682!4d-112.3375215!16s%2Fg%2F11ptrbff_m!19sChIJ6dJ1Llo5K4cRvuCvGKzyZ9M?authuser=0&hl=en&rclk=1,Restaurant,,4.4,450,11 AM-7 PM,"filipino food, karaoke, kare kare, pancit, comedy, halo halo, sinigang, lechon, open mic, bicol express",
Casa Filipina Bakeshop And Restaurant,3531 W Thunderbird Rd,Phoenix,AZ,85053,US,(602) 942-1258,http://casafilipina.com/,https://www.google.com/maps/place/Casa+Filipina+Bakeshop+And+Restaurant/data=!4m7!3m6!1s0x872b6eaef62b0e1b:0x355b0f05143323c5!8m2!3d33.609266!4d-112.135174!16s%2Fg%2F1tf821rx!19sChIJGw4r9q5uK4cRxSMzFAUPWzU?authuser=0&hl=en&rclk=1,Restaurant,"Bakery, Dessert & Cafe",4.3,416,11 AM-5 PM,"halo halo, baked goods, dinuguan, kare kare, tart, egg rolls, valley, music, ube cheesecake, chocolate",
Fiesta Filipina Asian Express,5870 E Broadway Blvd,Tucson,AZ,85711,US,(520) 576-8181,,https://www.google.com/maps/place/Fiesta+Filipina+Asian+Express/data=!4m7!3m6!1s0x86d66fcc013a6d37:0x710fa745bb667f32!8m2!3d32.218192!4d-110.8654883!16s%2Fg%2F11sgzzfj6m!19sChIJN206Acxv1oYRMn9mu0WnD3E?authuser=0&hl=en&rclk=1,Restaurant,,3.8,48,,"price, mall, garlic, halo halo, pancit, pork belly, entree, food court, brick and mortar, tongs",
Halo-Halo Kitchen,3553 W Dunlap Ave,Phoenix,AZ,85051,US,(602) 324-9670,http://www.halohalokitchen.com/,https://www.google.com/maps/place/Halo-Halo+Kitchen/data=!4m7!3m6!1s0x872b6c7bc8e60179:0xe080c495386e7ba2!8m2!3d33.566669!4d-112.1359229!16s%2Fg%2F1tfqrdqp!19sChIJeQHmyHtsK4cRontuOJXEgOA?authuser=0&hl=en&rclk=1,Restaurant,"Bakery, Dessert & Cafe",4.3,1041,9 AM-6 PM,"home, pork adobo, boba, valley, TV, grocery, Spring rolls, menudo, craving, rudeness",
Heavenly Bake Shop,2095 N Dobson Rd,Chandler,AZ,85224,US,(480) 726-7111,,https://www.google.com/maps/place/Heavenly+Bake+Shop/data=!4m7!3m6!1s0x872b076c7301a9d3:0xb3522f21ec8b8bfb!8m2!3d33.3371947!4d-111.8755712!16s%2Fg%2F1tg2dz34!19sChIJ06kBc2wHK4cR-4uL7CEvUrM?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,3.8,53,10 AM-6 PM,"filipino food, lechon, pancit, lumpia, to go, noodles, ube",
Jeepney Guy Filipino Kitchen,1920 W Broadway Rd #103,Mesa,AZ,85202,US,(925) 998-2389,,https://www.google.com/maps/place/Jeepney+Guy+Filipino+Kitchen/data=!4m7!3m6!1s0x872b09ce2f711921:0x996d9e96c0cf10c0!8m2!3d33.4087852!4d-111.8724645!16s%2Fg%2F11tmzh_nxn!19sChIJIRlxL84JK4cRwBDPwJaebZk?authuser=0&hl=en&rclk=1,Quick Bites & Turo-Turo,Food Truck & Pop-Up,3.6,8,,"lumpia, lechon, filipino food, chicken",
Jollibee,2800 E Germann Rd,Chandler,AZ,85286,US,(480) 561-0340,https://locations.jollibeefoods.com/usa/az/chandler/2800-e-germann-rd?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=OLO146054,https://www.google.com/maps/place/Jollibee/data=!4m7!3m6!1s0x872bab2c275f58f9:0x6e5fc934b9cd6039!8m2!3d33.2780952!4d-111.7924112!16s%2Fg%2F11fpq4xcf0!19sChIJ-VhfJyyrK4cROWDNuTTJX24?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,4,2615,10 AM-9 PM,"spaghetti, peach mango pie, pineapple juice, palabok, adobo, filipino food, halo halo, ube pie, pineapple drink, burger steak",
JV's Boba and J's Kitchen,386 W Fry Blvd,Sierra Vista,AZ,85635,US,(520) 226-1220,https://jvsbobaandjskitchen.com/,"https://www.google.com/maps/place/JV's+Boba+and+J's+Kitchen/@31.5540791,-110.3032741,17z/data=!3m1!4b1!4m6!3m5!1s0x86d7284d193a8997:0xa11e9b51658ae14e!8m2!3d31.5540791!4d-110.3032741!16s%2Fg%2F11d_74h0f2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDgzMC4wIKXMDSoASAFQAw%3D%3D",Restaurant,"Bakery, Dessert & Cafe",4.6,622,11 AM-8 PM,"taro, strawberry, drive thru, tapioca pearls, thai tea, fried pork belly, buffet, colada, wontons, iced coffee",
Kusina De Maynila,3001 Stockton Hill Rd #5,Kingman,AZ,86401,US,(928) 377-3073,http://kusinademaynila.com/,https://www.google.com/maps/place/Kusina+De+Maynila/data=!4m7!3m6!1s0x80cddda8f672a41d:0x899c5f2a08bc812b!8m2!3d35.2127505!4d-114.0355602!16s%2Fg%2F11t84qbqqr!19sChIJHaRy9qjdzYARK4G8CCpfnIk?authuser=0&hl=en&rclk=1,Restaurant,,4.8,257,11 AM-7:30 PM,"take out, lumpia, spicy, chicken adobo, pork belly, gem, tiger, thai tea, asian food, happy",
Lutong Bahay Filipino-Asian Restaurant & Mini Mart,9250 N 43rd Ave Ste 14,Glendale,AZ,85302,US,(480) 849-1494,https://order.online/business/lutong-bahay-13486681,https://www.google.com/maps/place/Lutong+Bahay+Filipino-Asian+Restaurant+%26+Mini+Mart/data=!4m7!3m6!1s0x872b6bda90099ef5:0x250815e075a32dc4!8m2!3d33.5706912!4d-112.1526466!16s%2Fg%2F11j435zl45!19sChIJ9Z4JkNprK4cRxC2jdeAVCCU?authuser=0&hl=en&rclk=1,Restaurant,Supermarket & Grocery,4.1,130,9 AM-7 PM,"filipino food, price, lechon, lumpia, adobo, bbq, pancit, halo halo, snacks, dinuguan",
Manila Sunrise Sari-Sari Store,1130 W University Dr #107,Mesa,AZ,85201,US,(480) 650-4301,http://manilasunrisestore.com/,https://www.google.com/maps/place/Manila+Sunrise+Sari-Sari+Store/data=!4m7!3m6!1s0x872b077e0e6d5d55:0x987053f4bdac5c4c!8m2!3d33.4227593!4d-111.8552283!16s%2Fg%2F1tj531dj!19sChIJVV1tDn4HK4cRTFysvfRTcJg?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,3.8,52,10 AM-7 PM,"furniture, filipino food, cost, ramen, pancit, number, doors, manager",
Manong Tomas Pinoy Kitchen,650 E Indian School Rd,Phoenix,AZ,85013,US,(623) 999-7446,,https://www.google.com/maps/place/Manong+Tomas+Pinoy+Kitchen/data=!4m7!3m6!1s0x872b1343973ee4dd:0x56b009b6a87c9c23!8m2!3d33.4973069!4d-112.0667924!16s%2Fg%2F11y654krf5!19sChIJ3eQ-l0MTK4cRI5x8qLYJsFY?authuser=0&hl=en&rclk=1,Restaurant,,3.3,7,9 AM-3 PM,pancit,
Nanay's Filipino Restaurant,2390 N Alma School Rd #103,Chandler,AZ,85224,US,(480) 821-7906,https://nanayaz.com/,https://www.google.com/maps/place/Nanay%27s+Filipino+Restaurant/data=!4m7!3m6!1s0x872b0763b46a8db9:0xa5f1065ecafc5cb9!8m2!3d33.3408838!4d-111.8600837!16s%2Fg%2F11b6xhgcyk!19sChIJuY1qtGMHK4cRuVz8yl4G8aU?authuser=0&hl=en&rclk=1,Restaurant,,4.6,547,10:30 AM-5 PM,"pancit, names, halo halo, choices, lumpia, pork adobo, entree, dinuguan, turon, valley",
Nanette Filipino Food Hub LLC,1744 S Pacific Ave,Yuma,AZ,85365,US,(760) 916-3917,https://nanettefilipinofoodhub.com/,"https://www.google.com/maps/place/Nanette+Filipino+Food+Hub+LLC/@32.6961107,-114.5998138,17z/data=!3m1!4b1!4m6!3m5!1s0x80d6f53396bb6dbd:0xacc86ddfa5f90f8b!8m2!3d32.6961107!4d-114.5998138!16s%2Fg%2F11ks7007xv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDgyNS4wIKXMDSoASAFQAw%3D%3D",Quick Bites & Turo-Turo,Restaurant,4.7,45,6:30 PM-12 AM,"pansit, pork belly, lumpia, turon, filipino cuisine, chicken adobo, skewers, food truck, sisig, halo halo",
Nick's Sari-Sari Store,2001 S Craycroft Rd,Tucson,AZ,85711,US,(520) 495-0708,https://www.nickssarisari.com/,https://www.google.com/maps/place/Nick%27s+Sari-Sari+Store/data=!4m7!3m6!1s0x86d66fe8bee40a1f:0x49b14bd55dd67566!8m2!3d32.1986247!4d-110.8746223!16s%2Fg%2F11f6ftyfpg!19sChIJHwrkvuhv1oYRZnXWXdVLsUk?authuser=0&hl=en&rclk=1,Restaurant,,4.5,336,8 AM-6 PM,"grocery, prices, pork, pancit, snacks, halo halo, lumpia, products, selection, adobo",
Pamilihan Pinoy Asian Groceries,2940 E 22nd St,Tucson,AZ,85713,US,(520) 372-7993,https://www.pamilihantucson.com/,https://www.google.com/maps/place/Pamilihan+Pinoy+Asian+Groceries/data=!4m7!3m6!1s0x86d6718c09bd848f:0x557b1edbbe695f3b!8m2!3d32.2065321!4d-110.9288015!16s%2Fg%2F11vchh_d2l!19sChIJj4S9CYxx1oYRO19pvtsee1U?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.9,50,8:30 AM-7 PM,"prices, snacks, selection, filipino food, ube, cashier, produce, addition",
Phx Lechon Roasters,2013 E Cedar St,Tempe,AZ,85281,US,(602) 410-8115,http://www.phxlechonroasters.com/,https://www.google.com/maps/place/Phx+Lechon+Roasters/data=!4m7!3m6!1s0x872ba7782ae8ac31:0xfc977d8fd4dd1023!8m2!3d33.4116837!4d-111.8985701!16s%2Fg%2F11m1gmmph_!19sChIJMazoKninK4cRIxDd1I99l_w?authuser=0&hl=en&rclk=1,Food Truck & Pop-Up,,4.5,19,,"pancit, filipino, lumpia, skewers, pig roast, skin, meat",
Pinay Good-Eats,720 W Highland Ave,Phoenix,AZ,85013,US,(623) 256-9910,http://www.pinaygoodeats.com/,https://www.google.com/maps/place/Pinay+Good-Eats/data=!4m7!3m6!1s0x872b1382b0c33ecf:0xd53ffec645ce68fd!8m2!3d33.506052!4d-112.0837327!16s%2Fg%2F11jsz9rf_9!19sChIJzz7DsIITK4cR_WjORcb-P9U?authuser=0&hl=en&rclk=1,Restaurant,,4.5,47,,"pancit, price, catering, pork, cookie, parties, hopia ube, empanadas, sesame balls, tray",
Tambayan Filipino Food,1534 W Camelback Rd,Phoenix,AZ,85015,US,(623) 806-2532,https://tambayanphoenixaz.com/?utm_source=google,https://www.google.com/maps/place/Tambayan+Filipino+Food/data=!4m7!3m6!1s0x872b13efec6ce78b:0x4c3982e2650641c7!8m2!3d33.5097979!4d-112.0926564!16s%2Fg%2F11ldxcxfzl!19sChIJi-ds7O8TK4cRx0EGZeKCOUw?authuser=0&hl=en&rclk=1,Restaurant,,4.3,445,11 AM-7:30 PM,"karaoke, lechon kawali, pork skewers, pork adobo, platter, pork bbq, horchata, chicken skewers, valley, sari-sari store",
Wholly Grill,66 S Dobson Rd STE 125,Mesa,AZ,85202,US,(480) 567-4992,,https://www.google.com/maps/place/Wholly+Grill/data=!4m7!3m6!1s0x872b08143b379d21:0x8d0e5e7e0a400071!8m2!3d33.4130573!4d-111.8759932!16s%2Fg%2F1vs5x5j3!19sChIJIZ03OxQIK4cRcQBACn5eDo0?authuser=0&hl=en&rclk=1,Restaurant,,3.9,175,11 AM-8 PM,"prices, halo-halo, lechon, pork, food court, skewers, pancit, lumpia, fried, mac salad",
AB & C Oriental Store,590 Carl Vinson Pkwy # 1100,Warner Robins,GA,31088,US,(478) 293-6185,,https://www.google.com/maps/place/AB+%26+C+Oriental+Store/data=!4m7!3m6!1s0x88f3e1303975298b:0x9b5dfc333bf915cb!8m2!3d32.6166648!4d-83.6685168!16s%2Fg%2F1tl8ljzt!19sChIJiyl1OTDh84gRyxX5OzP8XZs?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.6,246,9 AM-8 PM,"prices, ingredients, sauce, filipino, selection, name, yakisoba, ramen, clean",
Adobo,4086 Covington Hwy #600,Decatur,GA,30032,US,(404) 618-1656,http://www.adoboatl.com/,https://www.google.com/maps/place/Adobo/data=!4m7!3m6!1s0x88f5a91cea1695c5:0xdfa9e1ba4045e892!8m2!3d33.7550622!4d-84.2331025!16s%2Fg%2F11qb67wnl1!19sChIJxZUW6hyp9YgRkuhFQLrhqd8?authuser=0&hl=en&rclk=1,Restaurant,,4.9,22,,"lumpia, filipino food, calamansi, pancit, pepper, fries, bistek, wings, wall",
Adobo Filipino Restaurant,549 W Oglethorpe Hwy,Hinesville,GA,31313,US,(912) 332-7467,https://www.adobofilipinoga.com/kampgfby/restaurant/order-online,https://www.google.com/maps/place/Adobo+Filipino+Restaurant/data=!4m7!3m6!1s0x88fae38ef2aeb521:0xd0e78a1629bdef3b!8m2!3d31.8361877!4d-81.5970896!16s%2Fg%2F11c6cgdsrp!19sChIJIbWu8o7j-ogRO--9KRaK59A?authuser=0&hl=en&rclk=1,Restaurant,,4.4,258,11 AM-8 PM,"filipino food, pancit, prices, pork, lumpia, sisig, seasoned, cook, siopao, halo halo",
Adobo Queens Filipino Restaurant,6110 Altama Ave Suite 115,Brunswick,GA,31525,US,(912) 456-3119,https://adoboqueens.menufy.com/,https://www.google.com/maps/place/Adobo+Queens+Filipino+Restaurant/data=!4m7!3m6!1s0x88e4d7fcb85698e9:0x77a0601da58efa19!8m2!3d31.2237543!4d-81.4772612!16s%2Fg%2F11rqx3779j!19sChIJ6ZhWuPzX5IgRGfqOpR1goHc?authuser=0&hl=en&rclk=1,Restaurant,,4.7,140,11 AM-8 PM,"lumpia, pancit, price, boba tea, atmosphere, adobo chicken, pork adobo, bathroom, pot stickers, taro bubble tea",
Ana's International Market,3232 Jodeco Rd #102,McDonough,GA,30253,US,(678) 978-4165,,https://www.google.com/maps/place/Ana%27s+International+Market/data=!4m7!3m6!1s0x88f459f35d3eea6d:0xb87861fa492feaf7!8m2!3d33.482121!4d-84.208879!16s%2Fg%2F11j8hyd_wd!19sChIJbeo-XfNZ9IgR9-ovSfpheLg?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.8,24,9 AM-6 PM,,
Asian Bliss Market,1806 Russell Pkwy,Warner Robins,GA,31088,US,(478) 236-2299,https://www.facebook.com/Asian-Bliss-333769683908121/,https://www.google.com/maps/place/Asian+Bliss+Market/data=!4m7!3m6!1s0x88f3e1c0a274b893:0x7be08852b357b2f!8m2!3d32.5937517!4d-83.6661193!16s%2Fg%2F11flrx8yrc!19sChIJk7h0osDh84gRL3s1K4UIvgc?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.6,203,9 AM-9 PM,"prices, selection, clean, boba, ingredients, filipino, pork, egg rolls, lumpia, halo halo",
Bella's CAKEtering Filipino Cuisine and Bakeshop,5750 Milgen Rd,Columbus,GA,31907,US,(706) 604-5189,https://bellascaketering.wixsite.com/bellas,https://www.google.com/maps/place/Bella%27s+CAKEtering+Filipino+Cuisine+and+Bakeshop/data=!4m7!3m6!1s0x88f3331f11a237f7:0xd66c5ece86edc0d8!8m2!3d32.5234441!4d-84.8871251!16s%2Fg%2F11v9z8h10t!19sChIJ9zeiER8z84gR2MDths5ebNY?authuser=0&hl=en&rclk=1,Restaurant,,4.4,34,10 AM-7:30 PM,"lumpia, plate, pancit, food truck, filipino food, seasoning, chicken adobo, sinigang, asian market, pandesal",
Estrellita,580 Woodward Ave SE,Atlanta,GA,30312,US,(404) 390-3038,https://www.estrellitafilipino.com/,https://www.google.com/maps/place/Estrellita/data=!4m7!3m6!1s0x88f503925b585e91:0x5f6e16769112b6ed!8m2!3d33.7455557!4d-84.368519!16s%2Fg%2F11kh88qnms!19sChIJkV5YW5ID9YgR7bYSkXYWbl8?authuser=0&hl=en&rclk=1,Restaurant,,4.7,684,12-10 PM,"pork adobo, short ribs, salad, ube ice cream, coconut rice, michelin, bbq chicken skewers, jasmine rice, crispy chicken skins, banana ketchup",
Filberto's Authentic Filipino Cuisine,1002 Bay Ave Stall 8,Columbus,GA,31901,US,(706) 577-8952,http://www.filbertoscolumbus.com/,https://www.google.com/maps/place/Filberto%27s+Authentic+Filipino+Cuisine/data=!4m7!3m6!1s0x88f33509bdabcb19:0x6fefeb912ab014fa!8m2!3d32.4652873!4d-84.9954423!16s%2Fg%2F11hsrtnb3v!19sChIJGcurvQk184gR-hSwKpHr728?authuser=0&hl=en&rclk=1,Restaurant,,4.5,210,11 AM-7:30 PM,"pancit, lumpia, pork adobo, plate, bistek, chicken adobo, egg rolls, bank, chicken skewers, pork skewers",
